"","Variable","date","Value","station"
"457","NH4F","05/21/2019",0.015,"grbgbnut  "
"458","NH4F","06/18/2019",0.005,"grbgbnut  "
"459","NH4F","07/09/2019",0.005,"grbgbnut  "
"460","NH4F","08/06/2019",0.005,"grbgbnut  "
"461","NH4F","09/17/2019",0.005,"grbgbnut  "
"462","NH4F","10/14/2019",0.005,"grbgbnut  "
"463","NH4F","11/19/2019",0.005,"grbgbnut  "
"464","NH4F","12/04/2019",0.0113333333333333,"grbgbnut  "
"465","NO23F","04/23/2019",0.0723333333333333,"grbgbnut  "
"466","NO23F","05/21/2019",0.048,"grbgbnut  "
"467","NO23F","06/18/2019",0.02,"grbgbnut  "
"468","NO23F","07/09/2019",0.036,"grbgbnut  "
"469","NO23F","08/06/2019",0.037,"grbgbnut  "
"470","NO23F","09/17/2019",0.0153333333333333,"grbgbnut  "
"471","NO23F","10/14/2019",0.058,"grbgbnut  "
"472","NO23F","11/19/2019",0.157,"grbgbnut  "
"473","NO23F","12/04/2019",0.144,"grbgbnut  "
"474","PO4F","04/23/2019",0.013,"grbgbnut  "
"475","PO4F","05/21/2019",0.013,"grbgbnut  "
"476","PO4F","06/18/2019",0.002,"grbgbnut  "
"477","PO4F","07/09/2019",0.013,"grbgbnut  "
"478","PO4F","08/06/2019",0.032,"grbgbnut  "
"479","PO4F","09/17/2019",0.0266666666666667,"grbgbnut  "
"480","PO4F","10/14/2019",0.023,"grbgbnut  "
"481","PO4F","11/19/2019",0.027,"grbgbnut  "
"482","PO4F","12/04/2019",0.0213333333333333,"grbgbnut  "
"483","CHLA_N","05/11/2020",9.3,"grbgbnut  "
"484","CHLA_N","06/09/2020",3.2,"grbgbnut  "
"485","CHLA_N","07/07/2020",3.4,"grbgbnut  "
"486","CHLA_N","08/24/2020",4.23333333333333,"grbgbnut  "
"487","CHLA_N","09/21/2020",2.5,"grbgbnut  "
"488","CHLA_N","10/19/2020",2.5,"grbgbnut  "
"489","CHLA_N","11/02/2020",1.8,"grbgbnut  "
"490","CHLA_N","12/07/2020",5.1,"grbgbnut  "
"491","NH4F","05/11/2020",0.029,"grbgbnut  "
"492","NH4F","06/09/2020",0.02,"grbgbnut  "
"493","NH4F","07/07/2020",0.005,"grbgbnut  "
"494","NH4F","08/24/2020",0.005,"grbgbnut  "
"495","NH4F","09/21/2020",0.014,"grbgbnut  "
"496","NH4F","10/19/2020",0.033,"grbgbnut  "
"497","NH4F","11/02/2020",0.151666666666667,"grbgbnut  "
"498","NH4F","12/07/2020",0.028,"grbgbnut  "
"499","NO23F","05/11/2020",0.087,"grbgbnut  "
"500","NO23F","06/09/2020",0.033,"grbgbnut  "
"501","NO23F","07/07/2020",0.023,"grbgbnut  "
"502","NO23F","08/24/2020",0.00866666666666667,"grbgbnut  "
"503","NO23F","09/21/2020",0.031,"grbgbnut  "
"504","NO23F","10/19/2020",0.04,"grbgbnut  "
"505","NO23F","11/02/2020",0.0386666666666667,"grbgbnut  "
"506","NO23F","12/07/2020",0.148,"grbgbnut  "
"507","PO4F","05/11/2020",0.069,"grbgbnut  "
"508","PO4F","06/09/2020",0.01,"grbgbnut  "
"509","PO4F","07/07/2020",0.02,"grbgbnut  "
"510","PO4F","08/24/2020",0.0413333333333333,"grbgbnut  "
"511","PO4F","09/21/2020",0.039,"grbgbnut  "
"512","PO4F","10/19/2020",0.028,"grbgbnut  "
"513","PO4F","11/02/2020",0.0233333333333333,"grbgbnut  "
"514","PO4F","12/07/2020",0.027,"grbgbnut  "
"515","CHLA_N","04/25/2007",3.055,"grblrnut  "
"516","CHLA_N","04/30/2007",2.36,"grblrnut  "
"517","CHLA_N","05/01/2007",4.22125,"grblrnut  "
"518","CHLA_N","05/14/2007",4.005,"grblrnut  "
"519","CHLA_N","05/15/2007",3.575,"grblrnut  "
"520","CHLA_N","05/16/2007",4.48375,"grblrnut  "
"521","CHLA_N","06/20/2007",2.09416666666667,"grblrnut  "
"522","CHLA_N","06/21/2007",4.35125,"grblrnut  "
"523","CHLA_N","06/26/2007",4.435,"grblrnut  "
"524","CHLA_N","07/25/2007",2.97,"grblrnut  "
"525","CHLA_N","07/30/2007",5.34,"grblrnut  "
"526","CHLA_N","07/31/2007",6.8075,"grblrnut  "
"527","CHLA_N","08/22/2007",76.3025,"grblrnut  "
"528","CHLA_N","08/23/2007",57.685,"grblrnut  "
"529","CHLA_N","08/29/2007",44.53,"grblrnut  "
"530","CHLA_N","09/17/2007",145.435,"grblrnut  "
"531","CHLA_N","09/24/2007",11.5666666666667,"grblrnut  "
"532","CHLA_N","09/25/2007",192.26,"grblrnut  "
"533","CHLA_N","10/09/2007",3.35833333333333,"grblrnut  "
"534","CHLA_N","10/23/2007",2.26,"grblrnut  "
"535","CHLA_N","11/13/2007",6.35083333333333,"grblrnut  "
"536","CHLA_N","11/14/2007",16.21875,"grblrnut  "
"537","CHLA_N","11/27/2007",1.865,"grblrnut  "
"538","NH4F","04/25/2007",0.0669,"grblrnut  "
"539","NH4F","04/30/2007",0.032825,"grblrnut  "
"540","NH4F","05/01/2007",0.0351125,"grblrnut  "
"541","NH4F","05/14/2007",0.0347,"grblrnut  "
"542","NH4F","05/15/2007",0.159358333333333,"grblrnut  "
"543","NH4F","05/16/2007",0.2496625,"grblrnut  "
"544","NH4F","06/20/2007",0.165391666666667,"grblrnut  "
"545","NH4F","06/21/2007",0.2252375,"grblrnut  "
"546","NH4F","06/26/2007",0.0383,"grblrnut  "
"547","NH4F","07/25/2007",0.03625,"grblrnut  "
"548","NH4F","07/30/2007",0.334358333333333,"grblrnut  "
"549","NH4F","07/31/2007",0.220175,"grblrnut  "
"550","NH4F","08/22/2007",0.330683333333333,"grblrnut  "
"551","NH4F","08/29/2007",0.1217,"grblrnut  "
"552","NH4F","09/17/2007",0.05395,"grblrnut  "
"553","NH4F","09/24/2007",0.288866666666667,"grblrnut  "
"554","NH4F","09/25/2007",0.3342625,"grblrnut  "
"555","NH4F","10/09/2007",0.411766666666667,"grblrnut  "
"556","NH4F","10/23/2007",0.02215,"grblrnut  "
"557","NH4F","11/13/2007",0.219241666666667,"grblrnut  "
"558","NH4F","11/14/2007",0.2177625,"grblrnut  "
"559","NH4F","11/27/2007",0.0438,"grblrnut  "
"560","NO23F","04/25/2007",0.14035,"grblrnut  "
"561","NO23F","04/30/2007",0.117283333333333,"grblrnut  "
"562","NO23F","05/01/2007",0.1108875,"grblrnut  "
"563","NO23F","05/14/2007",0.09125,"grblrnut  "
"564","NO23F","05/15/2007",0.125291666666667,"grblrnut  "
"565","NO23F","05/16/2007",0.1447125,"grblrnut  "
"566","NO23F","06/20/2007",0.2104,"grblrnut  "
"567","NO23F","06/21/2007",0.2094875,"grblrnut  "
"568","NO23F","06/26/2007",0.19385,"grblrnut  "
"569","NO23F","07/25/2007",0.114,"grblrnut  "
"570","NO23F","07/30/2007",0.173383333333333,"grblrnut  "
"571","NO23F","07/31/2007",0.10515,"grblrnut  "
"572","NO23F","08/22/2007",0.06625,"grblrnut  "
"573","NO23F","08/23/2007",0.0796875,"grblrnut  "
"574","NO23F","08/29/2007",0.0911,"grblrnut  "
"575","NO23F","09/17/2007",0.08375,"grblrnut  "
"576","NO23F","09/24/2007",0.049875,"grblrnut  "
"577","NO23F","09/25/2007",0.0388375,"grblrnut  "
"578","NO23F","10/09/2007",0.0425666666666667,"grblrnut  "
"579","NO23F","10/23/2007",0.04605,"grblrnut  "
"580","NO23F","11/13/2007",0.16605,"grblrnut  "
"581","NO23F","11/14/2007",0.17785,"grblrnut  "
"582","NO23F","11/27/2007",0.14735,"grblrnut  "
"583","NO2F","04/25/2007",0.003,"grblrnut  "
"584","NO2F","04/30/2007",0.003,"grblrnut  "
"585","NO2F","05/01/2007",0.0030375,"grblrnut  "
"586","NO2F","05/14/2007",0.0031,"grblrnut  "
"587","NO2F","05/15/2007",0.00606666666666667,"grblrnut  "
"588","NO2F","05/16/2007",0.007375,"grblrnut  "
"589","NO2F","06/20/2007",0.00835833333333333,"grblrnut  "
"590","NO2F","06/21/2007",0.0116875,"grblrnut  "
"591","NO2F","06/26/2007",0.00535,"grblrnut  "
"592","NO2F","07/25/2007",0.0035,"grblrnut  "
"593","NO2F","07/30/2007",0.020525,"grblrnut  "
"594","NO2F","07/31/2007",0.010575,"grblrnut  "
"595","NO2F","08/22/2007",0.007875,"grblrnut  "
"596","NO2F","08/23/2007",0.0091,"grblrnut  "
"597","NO2F","08/29/2007",0.0033,"grblrnut  "
"598","NO2F","09/17/2007",0.00315,"grblrnut  "
"599","NO2F","09/24/2007",0.00651666666666667,"grblrnut  "
"600","NO2F","09/25/2007",0.0050625,"grblrnut  "
"601","NO2F","10/09/2007",0.00644166666666667,"grblrnut  "
"602","NO2F","10/23/2007",0.003,"grblrnut  "
"603","NO2F","11/13/2007",0.0116,"grblrnut  "
"604","NO2F","11/14/2007",0.014025,"grblrnut  "
"605","NO2F","11/27/2007",0.00345,"grblrnut  "
"606","NO3F","06/21/2007",0.1978,"grblrnut  "
"607","NO3F","06/26/2007",0.1885,"grblrnut  "
"608","NO3F","07/25/2007",0.1105,"grblrnut  "
"609","NO3F","07/30/2007",0.152858333333333,"grblrnut  "
"610","NO3F","07/31/2007",0.094575,"grblrnut  "
"611","NO3F","08/23/2007",0.0705875,"grblrnut  "
"612","NO3F","11/13/2007",0.15445,"grblrnut  "
"613","NO3F","11/14/2007",0.163825,"grblrnut  "
"614","PO4F","04/25/2007",0.0121,"grblrnut  "
"615","PO4F","04/30/2007",0.005,"grblrnut  "
"616","PO4F","05/01/2007",0.0050625,"grblrnut  "
"617","PO4F","05/14/2007",0.005,"grblrnut  "
"618","PO4F","05/15/2007",0.0256916666666667,"grblrnut  "
"619","PO4F","05/16/2007",0.040825,"grblrnut  "
"620","PO4F","06/20/2007",0.028775,"grblrnut  "
"621","PO4F","06/21/2007",0.0453375,"grblrnut  "
"622","PO4F","06/26/2007",0.00505,"grblrnut  "
"623","PO4F","07/25/2007",0.0066,"grblrnut  "
"624","PO4F","07/30/2007",0.100033333333333,"grblrnut  "
"625","PO4F","07/31/2007",0.0633875,"grblrnut  "
"626","PO4F","08/22/2007",0.0453166666666667,"grblrnut  "
"627","PO4F","08/23/2007",0.0400375,"grblrnut  "
"628","PO4F","08/29/2007",0.00955,"grblrnut  "
"629","PO4F","09/17/2007",0.02615,"grblrnut  "
"630","PO4F","09/24/2007",0.0476416666666667,"grblrnut  "
"631","PO4F","09/25/2007",0.03725,"grblrnut  "
"632","PO4F","10/09/2007",0.069,"grblrnut  "
"633","PO4F","10/23/2007",0.005,"grblrnut  "
"634","PO4F","11/13/2007",0.0515583333333333,"grblrnut  "
"635","PO4F","11/14/2007",0.0522875,"grblrnut  "
"636","PO4F","11/27/2007",0.00765,"grblrnut  "
"637","CHLA_N","04/23/2008",1.535,"grblrnut  "
"638","CHLA_N","04/28/2008",3.0725,"grblrnut  "
"639","CHLA_N","04/29/2008",2.8025,"grblrnut  "
"640","CHLA_N","05/08/2008",1.91,"grblrnut  "
"641","CHLA_N","05/14/2008",2.78,"grblrnut  "
"642","CHLA_N","05/15/2008",2.28833333333333,"grblrnut  "
"643","CHLA_N","06/05/2008",7.47857142857143,"grblrnut  "
"644","CHLA_N","06/06/2008",8.05333333333333,"grblrnut  "
"645","CHLA_N","06/11/2008",4.815,"grblrnut  "
"646","CHLA_N","07/01/2008",6.09785714285714,"grblrnut  "
"647","CHLA_N","07/02/2008",6.72166666666667,"grblrnut  "
"648","CHLA_N","07/07/2008",6.365,"grblrnut  "
"649","CHLA_N","08/13/2008",1.31166666666667,"grblrnut  "
"650","CHLA_N","08/14/2008",1.32625,"grblrnut  "
"651","CHLA_N","08/28/2008",3.45,"grblrnut  "
"652","CHLA_N","09/15/2008",1.3075,"grblrnut  "
"653","CHLA_N","09/16/2008",1.27875,"grblrnut  "
"654","CHLA_N","09/24/2008",1.795,"grblrnut  "
"655","CHLA_N","10/20/2008",1.52,"grblrnut  "
"656","CHLA_N","10/28/2008",1.47583333333333,"grblrnut  "
"657","CHLA_N","10/29/2008",1.2625,"grblrnut  "
"658","CHLA_N","11/19/2008",0.841666666666667,"grblrnut  "
"659","CHLA_N","11/25/2008",1.64,"grblrnut  "
"660","CHLA_N","12/15/2008",0.658333333333333,"grblrnut  "
"661","CHLA_N","12/16/2008",0.74875,"grblrnut  "
"662","NH4F","04/23/2008",0.0155,"grblrnut  "
"663","NH4F","04/28/2008",0.0503333333333333,"grblrnut  "
"664","NH4F","04/29/2008",0.031625,"grblrnut  "
"665","NH4F","05/08/2008",0.008,"grblrnut  "
"666","NH4F","05/14/2008",0.2025,"grblrnut  "
"667","NH4F","05/15/2008",0.171833333333333,"grblrnut  "
"668","NH4F","06/06/2008",0.192,"grblrnut  "
"669","NH4F","06/11/2008",0.073,"grblrnut  "
"670","NH4F","07/01/2008",0.2405,"grblrnut  "
"671","NH4F","07/02/2008",0.268833333333333,"grblrnut  "
"672","NH4F","07/07/2008",0.056,"grblrnut  "
"673","NH4F","08/13/2008",0.023,"grblrnut  "
"674","NH4F","08/14/2008",0.021375,"grblrnut  "
"675","NH4F","08/28/2008",0.0415,"grblrnut  "
"676","NH4F","09/15/2008",0.07175,"grblrnut  "
"677","NH4F","09/24/2008",0.035,"grblrnut  "
"678","NH4F","10/20/2008",0.023,"grblrnut  "
"679","NH4F","10/28/2008",0.0134166666666667,"grblrnut  "
"680","NH4F","10/29/2008",0.009625,"grblrnut  "
"681","NH4F","11/19/2008",0.0165,"grblrnut  "
"682","NH4F","11/25/2008",0.031,"grblrnut  "
"683","NH4F","12/15/2008",0.0120833333333333,"grblrnut  "
"684","NH4F","12/16/2008",0.0145,"grblrnut  "
"685","NO23F","04/23/2008",0.1145,"grblrnut  "
"686","NO23F","04/28/2008",0.09175,"grblrnut  "
"687","NO23F","04/29/2008",0.110125,"grblrnut  "
"688","NO23F","05/08/2008",0.0605,"grblrnut  "
"689","NO23F","05/14/2008",0.209642857142857,"grblrnut  "
"690","NO23F","05/15/2008",0.197,"grblrnut  "
"691","NO23F","06/06/2008",0.0976666666666667,"grblrnut  "
"692","NO23F","06/11/2008",0.226,"grblrnut  "
"693","NO23F","07/01/2008",0.214785714285714,"grblrnut  "
"694","NO23F","07/02/2008",0.216166666666667,"grblrnut  "
"695","NO23F","07/07/2008",0.1225,"grblrnut  "
"696","NO23F","08/13/2008",0.0599166666666667,"grblrnut  "
"697","NO23F","08/14/2008",0.058125,"grblrnut  "
"698","NO23F","08/28/2008",0.13,"grblrnut  "
"699","NO23F","09/15/2008",0.107416666666667,"grblrnut  "
"700","NO23F","09/16/2008",0.11225,"grblrnut  "
"701","NO23F","09/24/2008",0.127,"grblrnut  "
"702","NO23F","10/20/2008",0.059,"grblrnut  "
"703","NO23F","10/28/2008",0.0374166666666667,"grblrnut  "
"704","NO23F","10/29/2008",0.044875,"grblrnut  "
"705","NO23F","11/19/2008",0.0971666666666667,"grblrnut  "
"706","NO23F","11/25/2008",0.1285,"grblrnut  "
"707","NO23F","12/15/2008",0.0828333333333333,"grblrnut  "
"708","NO23F","12/16/2008",0.09225,"grblrnut  "
"709","NO2F","04/23/2008",0.003,"grblrnut  "
"710","NO2F","04/28/2008",0.00341666666666667,"grblrnut  "
"711","NO2F","04/29/2008",0.003,"grblrnut  "
"712","NO2F","05/08/2008",0.003,"grblrnut  "
"713","NO2F","05/14/2008",0.0122857142857143,"grblrnut  "
"714","NO2F","05/15/2008",0.00983333333333333,"grblrnut  "
"715","NO2F","06/05/2008",0.0154285714285714,"grblrnut  "
"716","NO2F","06/06/2008",0.00983333333333333,"grblrnut  "
"717","NO2F","06/11/2008",0.004,"grblrnut  "
"718","NO2F","07/01/2008",0.016,"grblrnut  "
"719","NO2F","07/02/2008",0.0203333333333333,"grblrnut  "
"720","NO2F","07/07/2008",0.0035,"grblrnut  "
"721","NO2F","08/13/2008",0.003,"grblrnut  "
"722","NO2F","08/14/2008",0.003,"grblrnut  "
"723","NO2F","08/28/2008",0.003,"grblrnut  "
"724","NO2F","09/15/2008",0.00383333333333333,"grblrnut  "
"725","NO2F","09/16/2008",0.004125,"grblrnut  "
"726","NO2F","09/24/2008",0.003,"grblrnut  "
"727","NO2F","10/20/2008",0.003,"grblrnut  "
"728","NO2F","10/28/2008",0.003,"grblrnut  "
"729","NO2F","10/29/2008",0.003,"grblrnut  "
"730","NO2F","11/19/2008",0.003,"grblrnut  "
"731","NO2F","11/25/2008",0.003,"grblrnut  "
"732","NO2F","12/15/2008",0.003,"grblrnut  "
"733","NO2F","12/16/2008",0.003,"grblrnut  "
"734","NO3F","06/06/2008",0.088,"grblrnut  "
"735","NO3F","07/02/2008",0.195833333333333,"grblrnut  "
"736","PO4F","04/23/2008",0.005,"grblrnut  "
"737","PO4F","04/28/2008",0.0081,"grblrnut  "
"738","PO4F","04/29/2008",0.005,"grblrnut  "
"739","PO4F","05/08/2008",0.005,"grblrnut  "
"740","PO4F","05/14/2008",0.0467071428571429,"grblrnut  "
"741","PO4F","05/15/2008",0.02695,"grblrnut  "
"742","PO4F","06/06/2008",0.0264833333333333,"grblrnut  "
"743","PO4F","06/11/2008",0.0113,"grblrnut  "
"744","PO4F","07/01/2008",0.0403428571428571,"grblrnut  "
"745","PO4F","07/02/2008",0.0586,"grblrnut  "
"746","PO4F","07/07/2008",0.00985,"grblrnut  "
"747","PO4F","08/13/2008",0.00505,"grblrnut  "
"748","PO4F","08/14/2008",0.005,"grblrnut  "
"749","PO4F","08/28/2008",0.0078,"grblrnut  "
"750","PO4F","09/15/2008",0.015375,"grblrnut  "
"751","PO4F","09/16/2008",0.0149625,"grblrnut  "
"752","PO4F","09/24/2008",0.00555,"grblrnut  "
"753","PO4F","10/20/2008",0.0059,"grblrnut  "
"754","PO4F","10/28/2008",0.00544166666666667,"grblrnut  "
"755","PO4F","10/29/2008",0.005,"grblrnut  "
"756","PO4F","11/19/2008",0.005,"grblrnut  "
"757","PO4F","11/25/2008",0.005,"grblrnut  "
"758","PO4F","12/15/2008",0.005,"grblrnut  "
"759","PO4F","12/16/2008",0.005,"grblrnut  "
"760","CHLA_N","04/29/2009",1.195,"grblrnut  "
"761","CHLA_N","04/30/2009",1.39357142857143,"grblrnut  "
"762","CHLA_N","05/01/2009",1.295,"grblrnut  "
"763","CHLA_N","05/20/2009",0.246666666666667,"grblrnut  "
"764","CHLA_N","05/21/2009",0.146,"grblrnut  "
"765","CHLA_N","05/26/2009",0.855,"grblrnut  "
"766","CHLA_N","06/17/2009",0.483076923076923,"grblrnut  "
"767","CHLA_N","06/18/2009",0.7225,"grblrnut  "
"768","CHLA_N","06/29/2009",0.59,"grblrnut  "
"769","CHLA_N","07/21/2009",0.889090909090909,"grblrnut  "
"770","CHLA_N","07/22/2009",1.06333333333333,"grblrnut  "
"771","CHLA_N","07/29/2009",1.04666666666667,"grblrnut  "
"772","CHLA_N","08/23/2009",1.13777777777778,"grblrnut  "
"773","CHLA_N","08/24/2009",1.1375,"grblrnut  "
"774","CHLA_N","08/26/2009",2.07,"grblrnut  "
"775","CHLA_N","09/06/2009",1.843,"grblrnut  "
"776","CHLA_N","09/24/2009",2.47,"grblrnut  "
"777","CHLA_N","10/22/2009",0.68,"grblrnut  "
"778","CHLA_N","11/04/2009",0.75,"grblrnut  "
"779","CHLA_N","11/05/2009",0.87,"grblrnut  "
"780","CHLA_N","11/19/2009",0.67,"grblrnut  "
"781","CHLA_N","11/23/2009",0.56,"grblrnut  "
"782","CHLA_N","11/24/2009",0.918888888888889,"grblrnut  "
"783","CHLA_N","12/07/2009",0.59,"grblrnut  "
"784","CHLA_N","12/14/2009",0.501111111111111,"grblrnut  "
"785","CHLA_N","12/15/2009",0.56,"grblrnut  "
"786","NH4F","04/29/2009",0.0155,"grblrnut  "
"787","NH4F","04/30/2009",0.0446428571428571,"grblrnut  "
"788","NH4F","05/01/2009",0.160833333333333,"grblrnut  "
"789","NH4F","05/20/2009",0.180333333333333,"grblrnut  "
"790","NH4F","05/21/2009",0.1232,"grblrnut  "
"791","NH4F","05/26/2009",0.0625,"grblrnut  "
"792","NH4F","06/17/2009",0.0258461538461538,"grblrnut  "
"793","NH4F","06/18/2009",0.02025,"grblrnut  "
"794","NH4F","06/29/2009",0.076,"grblrnut  "
"795","NH4F","07/21/2009",0.0814545454545455,"grblrnut  "
"796","NH4F","07/22/2009",0.0875,"grblrnut  "
"797","NH4F","07/29/2009",0.0166666666666667,"grblrnut  "
"798","NH4F","08/23/2009",0.159444444444444,"grblrnut  "
"799","NH4F","08/24/2009",0.154125,"grblrnut  "
"800","NH4F","08/26/2009",0.045,"grblrnut  "
"801","NH4F","09/06/2009",0.13,"grblrnut  "
"802","NH4F","09/24/2009",0.076,"grblrnut  "
"803","NH4F","10/22/2009",0.019,"grblrnut  "
"804","NH4F","11/04/2009",0.1,"grblrnut  "
"805","NH4F","11/05/2009",0.0757142857142857,"grblrnut  "
"806","NH4F","11/19/2009",0.01,"grblrnut  "
"807","NH4F","11/23/2009",0.0105,"grblrnut  "
"808","NH4F","11/24/2009",0.0295555555555556,"grblrnut  "
"809","NH4F","12/07/2009",0.047,"grblrnut  "
"810","NH4F","12/14/2009",0.0175555555555556,"grblrnut  "
"811","NH4F","12/15/2009",0.0195,"grblrnut  "
"812","NO23F","04/29/2009",0.0565,"grblrnut  "
"813","NO23F","04/30/2009",0.0658571428571429,"grblrnut  "
"814","NO23F","05/01/2009",0.0795,"grblrnut  "
"815","NO23F","05/20/2009",0.149833333333333,"grblrnut  "
"816","NO23F","05/21/2009",0.1506,"grblrnut  "
"817","NO23F","05/26/2009",0.1455,"grblrnut  "
"818","NO23F","06/17/2009",0.0620769230769231,"grblrnut  "
"819","NO23F","06/18/2009",0.04975,"grblrnut  "
"820","NO23F","06/29/2009",0.094,"grblrnut  "
"821","NO23F","07/21/2009",0.139818181818182,"grblrnut  "
"822","NO23F","07/22/2009",0.1145,"grblrnut  "
"823","NO23F","07/29/2009",0.0676666666666667,"grblrnut  "
"824","NO23F","08/23/2009",0.185,"grblrnut  "
"825","NO23F","08/24/2009",0.175875,"grblrnut  "
"826","NO23F","08/26/2009",0.184,"grblrnut  "
"827","NO23F","09/06/2009",0.1578,"grblrnut  "
"828","NO23F","09/24/2009",0.094,"grblrnut  "
"829","NO23F","10/22/2009",0.062,"grblrnut  "
"830","NO23F","11/04/2009",0.0845,"grblrnut  "
"831","NO23F","11/05/2009",0.0731428571428571,"grblrnut  "
"832","NO23F","11/19/2009",0.099,"grblrnut  "
"833","NO23F","11/23/2009",0.066875,"grblrnut  "
"834","NO23F","11/24/2009",0.0621111111111111,"grblrnut  "
"835","NO23F","12/07/2009",0.163,"grblrnut  "
"836","NO23F","12/14/2009",0.114666666666667,"grblrnut  "
"837","NO23F","12/15/2009",0.1095,"grblrnut  "
"838","PO4F","04/29/2009",0.022,"grblrnut  "
"839","PO4F","04/30/2009",0.0139285714285714,"grblrnut  "
"840","PO4F","05/01/2009",0.0296666666666667,"grblrnut  "
"841","PO4F","05/20/2009",0.0390833333333333,"grblrnut  "
"842","PO4F","05/21/2009",0.0354,"grblrnut  "
"843","PO4F","05/26/2009",0.014,"grblrnut  "
"844","PO4F","06/17/2009",0.00546153846153846,"grblrnut  "
"845","PO4F","06/18/2009",0.005,"grblrnut  "
"846","PO4F","06/29/2009",0.01,"grblrnut  "
"847","PO4F","07/21/2009",0.0237272727272727,"grblrnut  "
"848","PO4F","07/22/2009",0.015,"grblrnut  "
"849","PO4F","07/29/2009",0.005,"grblrnut  "
"850","PO4F","08/23/2009",0.0545555555555556,"grblrnut  "
"851","PO4F","08/24/2009",0.044375,"grblrnut  "
"852","PO4F","08/26/2009",0.012,"grblrnut  "
"853","PO4F","09/06/2009",0.05,"grblrnut  "
"854","PO4F","09/24/2009",0.044,"grblrnut  "
"855","PO4F","10/22/2009",0.005,"grblrnut  "
"856","PO4F","11/04/2009",0.0237,"grblrnut  "
"857","PO4F","11/05/2009",0.0201428571428571,"grblrnut  "
"858","PO4F","11/19/2009",0.005,"grblrnut  "
"859","PO4F","11/23/2009",0.014625,"grblrnut  "
"860","PO4F","11/24/2009",0.0131111111111111,"grblrnut  "
"861","PO4F","12/07/2009",0.01,"grblrnut  "
"862","PO4F","12/14/2009",0.00633333333333333,"grblrnut  "
"863","PO4F","12/15/2009",0.005875,"grblrnut  "
"864","CHLA_N","04/22/2010",1.87,"grblrnut  "
"865","CHLA_N","05/27/2010",4.69909090909091,"grblrnut  "
"866","CHLA_N","05/28/2010",5.29,"grblrnut  "
"867","CHLA_N","06/21/2010",6.86,"grblrnut  "
"868","CHLA_N","06/24/2010",22.9881818181818,"grblrnut  "
"869","CHLA_N","06/25/2010",14.1516666666667,"grblrnut  "
"870","CHLA_N","07/27/2010",45.8033333333333,"grblrnut  "
"871","CHLA_N","07/29/2010",8.43222222222222,"grblrnut  "
"872","CHLA_N","07/30/2010",10.8725,"grblrnut  "
"873","CHLA_N","08/20/2010",7.54888888888889,"grblrnut  "
"874","CHLA_N","08/30/2010",11.36,"grblrnut  "
"875","CHLA_N","09/23/2010",8.11625,"grblrnut  "
"876","CHLA_N","09/24/2010",8.01444444444444,"grblrnut  "
"877","CHLA_N","09/29/2010",13.03,"grblrnut  "
"878","CHLA_N","10/14/2010",25.7735714285714,"grblrnut  "
"879","CHLA_N","10/15/2010",24.2266666666667,"grblrnut  "
"880","CHLA_N","10/27/2010",4.62,"grblrnut  "
"881","CHLA_N","11/16/2010",1.91,"grblrnut  "
"882","CHLA_N","11/21/2010",1.95909090909091,"grblrnut  "
"883","CHLA_N","11/22/2010",1.685,"grblrnut  "
"884","NH4F","04/22/2010",0.005,"grblrnut  "
"885","NH4F","04/25/2010",0.0413636363636364,"grblrnut  "
"886","NH4F","04/26/2010",0.0451666666666667,"grblrnut  "
"887","NH4F","05/27/2010",0.112090909090909,"grblrnut  "
"888","NH4F","05/28/2010",0.141666666666667,"grblrnut  "
"889","NH4F","06/21/2010",0.056,"grblrnut  "
"890","NH4F","06/25/2010",0.0888333333333333,"grblrnut  "
"891","NH4F","07/27/2010",0.101333333333333,"grblrnut  "
"892","NH4F","07/30/2010",0.133,"grblrnut  "
"893","NH4F","08/19/2010",0.1525,"grblrnut  "
"894","NH4F","08/20/2010",0.0825555555555556,"grblrnut  "
"895","NH4F","08/30/2010",0.031,"grblrnut  "
"896","NH4F","09/24/2010",0.160666666666667,"grblrnut  "
"897","NH4F","09/29/2010",0.342,"grblrnut  "
"898","NH4F","10/15/2010",0.0283333333333333,"grblrnut  "
"899","NH4F","10/27/2010",0.023,"grblrnut  "
"900","NH4F","11/16/2010",0.079,"grblrnut  "
"901","NH4F","11/21/2010",0.0815454545454545,"grblrnut  "
"902","NH4F","11/22/2010",0.0785,"grblrnut  "
"903","NO23F","04/22/2010",0.07,"grblrnut  "
"904","NO23F","04/25/2010",0.112181818181818,"grblrnut  "
"905","NO23F","04/26/2010",0.104166666666667,"grblrnut  "
"906","NO23F","05/27/2010",0.135727272727273,"grblrnut  "
"907","NO23F","05/28/2010",0.160333333333333,"grblrnut  "
"908","NO23F","06/21/2010",0.152,"grblrnut  "
"909","NO23F","06/25/2010",0.148,"grblrnut  "
"910","NO23F","07/27/2010",0.136666666666667,"grblrnut  "
"911","NO23F","07/30/2010",0.08875,"grblrnut  "
"912","NO23F","08/19/2010",0.137375,"grblrnut  "
"913","NO23F","08/20/2010",0.115555555555556,"grblrnut  "
"914","NO23F","08/30/2010",0.108,"grblrnut  "
"915","NO23F","09/24/2010",0.103888888888889,"grblrnut  "
"916","NO23F","09/29/2010",0.143,"grblrnut  "
"917","NO23F","10/15/2010",0.0833333333333333,"grblrnut  "
"918","NO23F","10/27/2010",0.041,"grblrnut  "
