"","date","Variable","mean_daily","station"
"457",2010-06-25,"PO4F",0.0175,"grblrnut  "
"458",2010-07-27,"NO23F",0.11,"grblrnut  "
"459",2010-07-29,"NH4F",0.07,"grblrnut  "
"460",2010-07-29,"NO23F",0.114,"grblrnut  "
"461",2010-07-29,"PO4F",0.0623333333333333,"grblrnut  "
"462",2010-07-30,"NH4F",0.129333333333333,"grblrnut  "
"463",2010-07-30,"NO23F",0.084,"grblrnut  "
"464",2010-07-30,"PO4F",0.064,"grblrnut  "
"465",2010-08-19,"NH4F",0.147,"grblrnut  "
"466",2010-08-19,"NO23F",0.159,"grblrnut  "
"467",2010-08-19,"PO4F",0.071,"grblrnut  "
"468",2010-08-20,"NH4F",0.0573333333333333,"grblrnut  "
"469",2010-08-20,"NO23F",0.122666666666667,"grblrnut  "
"470",2010-08-20,"PO4F",0.0616666666666667,"grblrnut  "
"471",2010-08-30,"NO23F",0.108,"grblrnut  "
"472",2010-09-23,"NH4F",0.127666666666667,"grblrnut  "
"473",2010-09-23,"NO23F",0.064,"grblrnut  "
"474",2010-09-23,"PO4F",0.057,"grblrnut  "
"475",2010-09-24,"NH4F",0.213666666666667,"grblrnut  "
"476",2010-09-24,"NO23F",0.08,"grblrnut  "
"477",2010-09-24,"PO4F",0.0723333333333333,"grblrnut  "
"478",2010-09-29,"NO23F",0.143,"grblrnut  "
"479",2010-10-14,"NH4F",0.17575,"grblrnut  "
"480",2010-10-14,"NO23F",0.122,"grblrnut  "
"481",2010-10-14,"PO4F",0.0575,"grblrnut  "
"482",2010-10-15,"NH4F",0.035,"grblrnut  "
"483",2010-10-15,"NO23F",0.085,"grblrnut  "
"484",2010-10-15,"PO4F",0.034,"grblrnut  "
"485",2010-10-27,"NO23F",0.041,"grblrnut  "
"486",2010-11-16,"NH4F",0.079,"grblrnut  "
"487",2010-11-21,"CHLA_N",2.0075,"grblrnut  "
"488",2010-11-21,"NH4F",0.124666666666667,"grblrnut  "
"489",2010-11-21,"NO23F",0.06675,"grblrnut  "
"490",2010-11-21,"PO4F",0.034,"grblrnut  "
"491",2010-11-22,"CHLA_N",1.785,"grblrnut  "
"492",2010-11-22,"NH4F",0.1575,"grblrnut  "
"493",2010-11-22,"NO23F",0.074,"grblrnut  "
"494",2010-11-22,"PO4F",0.012,"grblrnut  "
"495",2011-04-24,"CHLA_N",0.95,"grblrnut  "
"496",2011-04-24,"NO23F",0.0433333333333333,"grblrnut  "
"497",2011-04-25,"CHLA_N",1.99,"grblrnut  "
"498",2011-04-25,"NH4F",0.019,"grblrnut  "
"499",2011-04-25,"NO23F",0.053,"grblrnut  "
"500",2011-04-26,"CHLA_N",1.2,"grblrnut  "
"501",2011-05-17,"CHLA_N",1.27666666666667,"grblrnut  "
"502",2011-05-17,"NH4F",0.01625,"grblrnut  "
"503",2011-05-17,"NO23F",0.06,"grblrnut  "
"504",2011-05-18,"CHLA_N",1.395,"grblrnut  "
"505",2011-05-18,"NH4F",0.043,"grblrnut  "
"506",2011-05-18,"NO23F",0.042,"grblrnut  "
"507",2011-05-23,"CHLA_N",0.27,"grblrnut  "
"508",2011-06-07,"NO23F",0.108,"grblrnut  "
"509",2011-06-28,"CHLA_N",1.14,"grblrnut  "
"510",2011-06-28,"NH4F",0.13175,"grblrnut  "
"511",2011-06-28,"NO23F",0.082,"grblrnut  "
"512",2011-06-28,"PO4F",0.075,"grblrnut  "
"513",2011-06-29,"CHLA_N",3.4,"grblrnut  "
"514",2011-06-29,"NH4F",0.071,"grblrnut  "
"515",2011-06-29,"NO23F",0.159,"grblrnut  "
"516",2011-06-29,"PO4F",0.0405,"grblrnut  "
"517",2011-07-18,"CHLA_N",12.32,"grblrnut  "
"518",2011-07-18,"PO4F",0.017,"grblrnut  "
"519",2011-07-26,"CHLA_N",6.66333333333333,"grblrnut  "
"520",2011-07-26,"NH4F",0.20525,"grblrnut  "
"521",2011-07-26,"NO23F",0.0845,"grblrnut  "
"522",2011-07-26,"PO4F",0.081,"grblrnut  "
"523",2011-07-27,"CHLA_N",10.965,"grblrnut  "
"524",2011-07-27,"NH4F",0.173,"grblrnut  "
"525",2011-07-27,"NO23F",0.055,"grblrnut  "
"526",2011-07-27,"PO4F",0.0826666666666667,"grblrnut  "
"527",2011-08-22,"NO23F",0.052,"grblrnut  "
"528",2011-08-25,"CHLA_N",3.36666666666667,"grblrnut  "
"529",2011-08-25,"NH4F",0.1852,"grblrnut  "
"530",2011-08-25,"NO23F",0.158,"grblrnut  "
"531",2011-08-25,"PO4F",0.113666666666667,"grblrnut  "
"532",2011-08-26,"CHLA_N",6.49,"grblrnut  "
"533",2011-08-26,"NH4F",0.2,"grblrnut  "
"534",2011-08-26,"NO23F",0.075,"grblrnut  "
"535",2011-08-26,"PO4F",0.088,"grblrnut  "
"536",2011-09-26,"NH4F",0.014,"grblrnut  "
"537",2011-09-27,"CHLA_N",0.875,"grblrnut  "
"538",2011-09-27,"NH4F",0.218666666666667,"grblrnut  "
"539",2011-09-27,"NO23F",0.116333333333333,"grblrnut  "
"540",2011-09-27,"PO4F",0.057,"grblrnut  "
"541",2011-09-28,"CHLA_N",1.065,"grblrnut  "
"542",2011-09-28,"NH4F",0.173,"grblrnut  "
"543",2011-09-28,"NO23F",0.144,"grblrnut  "
"544",2011-09-28,"PO4F",0.0385,"grblrnut  "
"545",2011-10-24,"CHLA_N",0.51,"grblrnut  "
"546",2011-10-27,"CHLA_N",0.423333333333333,"grblrnut  "
"547",2011-10-27,"NH4F",0.005,"grblrnut  "
"548",2011-10-27,"NO23F",0.04475,"grblrnut  "
"549",2011-10-27,"PO4F",0.053,"grblrnut  "
"550",2011-10-28,"NH4F",0.008,"grblrnut  "
"551",2011-10-28,"NO23F",0.0415,"grblrnut  "
"552",2011-11-07,"CHLA_N",0.343333333333333,"grblrnut  "
"553",2011-11-07,"NH4F",0.0113333333333333,"grblrnut  "
"554",2011-11-07,"NO23F",0.0566666666666667,"grblrnut  "
"555",2011-11-21,"CHLA_N",1.77,"grblrnut  "
"556",2011-11-21,"NH4F",0.008,"grblrnut  "
"557",2011-11-21,"NO23F",0.069,"grblrnut  "
"558",2011-11-22,"CHLA_N",1.275,"grblrnut  "
"559",2011-11-22,"NH4F",0.008,"grblrnut  "
"560",2011-11-22,"NO23F",0.0775,"grblrnut  "
"561",2011-12-05,"NH4F",0.039,"grblrnut  "
"562",2011-12-15,"CHLA_N",1.2875,"grblrnut  "
"563",2011-12-15,"NH4F",0.014,"grblrnut  "
"564",2011-12-15,"NO23F",0.0816666666666667,"grblrnut  "
"565",2011-12-16,"CHLA_N",1.41,"grblrnut  "
"566",2011-12-16,"NH4F",0.011,"grblrnut  "
"567",2011-12-16,"NO23F",0.113,"grblrnut  "
"568",2012-04-17,"CHLA_N",2.41,"grblrnut  "
"569",2012-04-17,"PO4F",0.009,"grblrnut  "
"570",2012-04-19,"CHLA_N",6.66,"grblrnut  "
"571",2012-04-19,"NH4F",0.49025,"grblrnut  "
"572",2012-04-19,"NO23F",0.226,"grblrnut  "
"573",2012-04-19,"PO4F",0.0576666666666667,"grblrnut  "
"574",2012-04-20,"CHLA_N",3.58,"grblrnut  "
"575",2012-04-20,"NH4F",0.494,"grblrnut  "
"576",2012-04-20,"NO23F",0.272,"grblrnut  "
"577",2012-04-20,"PO4F",0.058,"grblrnut  "
"578",2012-05-24,"CHLA_N",1.24,"grblrnut  "
"579",2012-05-24,"NH4F",0.141,"grblrnut  "
"580",2012-05-24,"NO23F",0.154333333333333,"grblrnut  "
"581",2012-05-24,"PO4F",0.022,"grblrnut  "
"582",2012-05-25,"NO23F",0.324,"grblrnut  "
"583",2012-05-30,"NO23F",0.146,"grblrnut  "
"584",2012-06-25,"CHLA_N",8.36,"grblrnut  "
"585",2012-06-25,"NH4F",0.061,"grblrnut  "
"586",2012-06-25,"NO23F",0.16,"grblrnut  "
"587",2012-06-25,"PO4F",0.014,"grblrnut  "
"588",2012-06-27,"CHLA_N",2.01666666666667,"grblrnut  "
"589",2012-06-27,"NH4F",0.232,"grblrnut  "
"590",2012-06-27,"NO23F",0.212,"grblrnut  "
"591",2012-06-27,"PO4F",0.0393333333333333,"grblrnut  "
"592",2012-06-28,"CHLA_N",2.61,"grblrnut  "
"593",2012-06-28,"NH4F",0.198,"grblrnut  "
"594",2012-06-28,"NO23F",0.235,"grblrnut  "
"595",2012-06-28,"PO4F",0.037,"grblrnut  "
"596",2012-07-19,"CHLA_N",9.09333333333333,"grblrnut  "
"597",2012-07-19,"NH4F",0.1705,"grblrnut  "
"598",2012-07-19,"NO23F",0.196,"grblrnut  "
"599",2012-07-19,"PO4F",0.0696666666666667,"grblrnut  "
"600",2012-07-20,"CHLA_N",13.555,"grblrnut  "
"601",2012-07-20,"NH4F",0.141,"grblrnut  "
"602",2012-07-20,"NO23F",0.176,"grblrnut  "
"603",2012-07-20,"PO4F",0.0815,"grblrnut  "
"604",2012-07-23,"NH4F",0.022,"grblrnut  "
"605",2012-08-08,"CHLA_N",4.51,"grblrnut  "
"606",2012-08-08,"PO4F",0.045,"grblrnut  "
"607",2012-08-14,"CHLA_N",3.58,"grblrnut  "
"608",2012-08-14,"NH4F",0.369333333333333,"grblrnut  "
"609",2012-08-14,"NO23F",0.188666666666667,"grblrnut  "
"610",2012-08-14,"PO4F",0.130333333333333,"grblrnut  "
"611",2012-08-15,"CHLA_N",4.88,"grblrnut  "
"612",2012-08-15,"NH4F",0.375,"grblrnut  "
"613",2012-08-15,"NO23F",0.175,"grblrnut  "
"614",2012-08-15,"PO4F",0.1175,"grblrnut  "
"615",2012-09-24,"NO23F",0.099,"grblrnut  "
"616",2012-09-26,"CHLA_N",1.98,"grblrnut  "
"617",2012-09-26,"NH4F",0.17125,"grblrnut  "
"618",2012-09-26,"NO23F",0.15175,"grblrnut  "
"619",2012-09-26,"PO4F",0.084,"grblrnut  "
"620",2012-09-27,"CHLA_N",2.08,"grblrnut  "
"621",2012-09-27,"NH4F",0.147,"grblrnut  "
"622",2012-09-27,"NO23F",0.165,"grblrnut  "
"623",2012-09-27,"PO4F",0.079,"grblrnut  "
"624",2012-10-24,"NH4F",0.057,"grblrnut  "
"625",2012-10-25,"CHLA_N",1.3725,"grblrnut  "
"626",2012-10-25,"NH4F",0.2525,"grblrnut  "
"627",2012-10-25,"NO23F",0.1325,"grblrnut  "
"628",2012-10-25,"PO4F",0.042,"grblrnut  "
"629",2012-10-26,"CHLA_N",0.96,"grblrnut  "
"630",2012-10-26,"NH4F",0.07,"grblrnut  "
"631",2012-10-26,"NO23F",0.064,"grblrnut  "
"632",2012-10-26,"PO4F",0.119,"grblrnut  "
"633",2012-11-14,"CHLA_N",0.64,"grblrnut  "
"634",2012-11-14,"NH4F",0.0943333333333333,"grblrnut  "
"635",2012-11-14,"NO23F",0.07425,"grblrnut  "
"636",2012-11-14,"PO4F",0.057,"grblrnut  "
"637",2012-11-15,"CHLA_N",1.44,"grblrnut  "
"638",2012-11-15,"NH4F",0.177,"grblrnut  "
"639",2012-11-15,"NO23F",0.064,"grblrnut  "
"640",2012-11-15,"PO4F",0.037,"grblrnut  "
"641",2012-11-26,"NH4F",0.036,"grblrnut  "
"642",2012-12-13,"CHLA_N",1.91333333333333,"grblrnut  "
"643",2012-12-13,"NH4F",0.119,"grblrnut  "
"644",2012-12-13,"NO23F",0.2095,"grblrnut  "
"645",2012-12-13,"PO4F",0.0403333333333333,"grblrnut  "
"646",2012-12-14,"CHLA_N",3.105,"grblrnut  "
"647",2012-12-14,"NH4F",0.100666666666667,"grblrnut  "
"648",2012-12-14,"NO23F",0.188,"grblrnut  "
"649",2012-12-14,"PO4F",0.0195,"grblrnut  "
"650",2013-04-22,"CHLA_N",1.45,"grblrnut  "
"651",2013-04-29,"CHLA_N",1.66,"grblrnut  "
"652",2013-04-29,"NH4F",0.102,"grblrnut  "
"653",2013-04-29,"NO23F",0.111,"grblrnut  "
"654",2013-04-30,"CHLA_N",2.73,"grblrnut  "
"655",2013-04-30,"NH4F",0.0886666666666667,"grblrnut  "
"656",2013-04-30,"NO23F",0.087,"grblrnut  "
"657",2013-04-30,"PO4F",0.0323333333333333,"grblrnut  "
"658",2013-05-15,"CHLA_N",1.26666666666667,"grblrnut  "
"659",2013-05-15,"NH4F",0.238333333333333,"grblrnut  "
"660",2013-05-15,"NO23F",0.18025,"grblrnut  "
"661",2013-05-15,"PO4F",0.0216666666666667,"grblrnut  "
"662",2013-05-16,"CHLA_N",1.59,"grblrnut  "
"663",2013-05-16,"NH4F",0.1945,"grblrnut  "
"664",2013-05-16,"NO23F",0.198,"grblrnut  "
"665",2013-05-16,"PO4F",0.035,"grblrnut  "
"666",2013-05-22,"NO23F",0.157,"grblrnut  "
"667",2013-06-06,"CHLA_N",1.11333333333333,"grblrnut  "
"668",2013-06-06,"NH4F",0.134,"grblrnut  "
"669",2013-06-06,"NO23F",0.293,"grblrnut  "
"670",2013-06-06,"PO4F",0.0286666666666667,"grblrnut  "
"671",2013-06-07,"CHLA_N",2.335,"grblrnut  "
"672",2013-06-07,"NH4F",0.2455,"grblrnut  "
"673",2013-06-07,"NO23F",0.232,"grblrnut  "
"674",2013-06-07,"PO4F",0.066,"grblrnut  "
"675",2013-06-19,"NO23F",0.085,"grblrnut  "
"676",2013-07-09,"NH4F",0.103,"grblrnut  "
"677",2013-07-25,"CHLA_N",1.75,"grblrnut  "
"678",2013-07-25,"NH4F",0.103333333333333,"grblrnut  "
"679",2013-07-25,"NO23F",0.233666666666667,"grblrnut  "
"680",2013-07-25,"PO4F",0.028,"grblrnut  "
"681",2013-07-26,"CHLA_N",1.895,"grblrnut  "
"682",2013-07-26,"NH4F",0.154,"grblrnut  "
"683",2013-07-26,"NO23F",0.259,"grblrnut  "
"684",2013-07-26,"PO4F",0.0435,"grblrnut  "
"685",2013-08-14,"CHLA_N",2.38,"grblrnut  "
"686",2013-08-14,"PO4F",0.013,"grblrnut  "
"687",2013-08-27,"CHLA_N",1.53333333333333,"grblrnut  "
"688",2013-08-27,"NH4F",0.24775,"grblrnut  "
"689",2013-08-27,"NO23F",0.10725,"grblrnut  "
"690",2013-08-27,"PO4F",0.0873333333333333,"grblrnut  "
"691",2013-08-28,"CHLA_N",1.665,"grblrnut  "
"692",2013-08-28,"NH4F",0.293,"grblrnut  "
"693",2013-08-28,"NO23F",0.126,"grblrnut  "
"694",2013-08-28,"PO4F",0.1,"grblrnut  "
"695",2013-09-10,"NO23F",0.105,"grblrnut  "
"696",2013-10-02,"CHLA_N",1.99666666666667,"grblrnut  "
"697",2013-10-02,"NH4F",0.175333333333333,"grblrnut  "
"698",2013-10-02,"NO23F",0.214666666666667,"grblrnut  "
"699",2013-10-02,"PO4F",0.0643333333333333,"grblrnut  "
"700",2013-10-03,"CHLA_N",1.825,"grblrnut  "
"701",2013-10-03,"NH4F",0.206,"grblrnut  "
"702",2013-10-03,"NO23F",0.2445,"grblrnut  "
"703",2013-10-03,"PO4F",0.05,"grblrnut  "
"704",2013-10-08,"CHLA_N",1.07,"grblrnut  "
"705",2013-10-08,"NH4F",0.069,"grblrnut  "
"706",2013-10-08,"NO23F",0.256,"grblrnut  "
"707",2013-10-08,"PO4F",0.012,"grblrnut  "
"708",2013-10-22,"CHLA_N",1.04,"grblrnut  "
"709",2013-10-22,"NH4F",0.129666666666667,"grblrnut  "
"710",2013-10-22,"NO23F",0.148666666666667,"grblrnut  "
"711",2013-10-22,"PO4F",0.068,"grblrnut  "
"712",2013-10-23,"CHLA_N",1.235,"grblrnut  "
"713",2013-10-23,"NH4F",0.199,"grblrnut  "
"714",2013-10-23,"NO23F",0.2075,"grblrnut  "
"715",2013-10-23,"PO4F",0.0815,"grblrnut  "
"716",2013-11-14,"CHLA_N",1.42,"grblrnut  "
"717",2013-11-14,"NH4F",0.03,"grblrnut  "
"718",2013-11-14,"NO23F",0.31,"grblrnut  "
"719",2013-11-14,"PO4F",0.005,"grblrnut  "
"720",2013-11-20,"CHLA_N",2.31,"grblrnut  "
"721",2013-11-20,"NH4F",0.15425,"grblrnut  "
"722",2013-11-20,"NO23F",0.367666666666667,"grblrnut  "
"723",2013-11-20,"PO4F",0.0633333333333333,"grblrnut  "
"724",2013-11-21,"CHLA_N",1.945,"grblrnut  "
"725",2013-11-21,"NH4F",0.247,"grblrnut  "
"726",2013-11-21,"NO23F",0.367,"grblrnut  "
"727",2013-11-21,"PO4F",0.0385,"grblrnut  "
"728",2013-12-10,"NO23F",0.182,"grblrnut  "
"729",2014-04-17,"NH4F",0.015,"grblrnut  "
"730",2014-04-17,"NO23F",0.103333333333333,"grblrnut  "
"731",2014-04-18,"NH4F",0.0165,"grblrnut  "
"732",2014-04-18,"NO23F",0.109,"grblrnut  "
"733",2014-05-12,"NH4F",0.043,"grblrnut  "
"734",2014-05-12,"NO23F",0.122,"grblrnut  "
"735",2014-05-12,"PO4F",0.005,"grblrnut  "
"736",2014-05-22,"NH4F",0.2275,"grblrnut  "
"737",2014-05-22,"NO23F",0.1295,"grblrnut  "
"738",2014-05-22,"PO4F",0.0325,"grblrnut  "
"739",2014-05-23,"NH4F",0.054,"grblrnut  "
"740",2014-05-23,"NO23F",0.139,"grblrnut  "
"741",2014-06-03,"PO4F",0.009,"grblrnut  "
"742",2014-06-17,"NH4F",0.238666666666667,"grblrnut  "
"743",2014-06-17,"NO23F",0.244666666666667,"grblrnut  "
"744",2014-06-17,"PO4F",0.0285,"grblrnut  "
"745",2014-06-18,"NH4F",0.3585,"grblrnut  "
"746",2014-06-18,"NO23F",0.2395,"grblrnut  "
"747",2014-06-18,"PO4F",0.0393333333333333,"grblrnut  "
"748",2014-07-02,"NH4F",0.165333333333333,"grblrnut  "
"749",2014-07-02,"NO23F",0.262,"grblrnut  "
"750",2014-07-02,"PO4F",0.045,"grblrnut  "
"751",2014-07-03,"NH4F",0.238,"grblrnut  "
"752",2014-07-03,"NO23F",0.22,"grblrnut  "
"753",2014-07-03,"PO4F",0.0465,"grblrnut  "
"754",2014-07-07,"NO23F",0.165,"grblrnut  "
"755",2014-08-20,"NH4F",0.039,"grblrnut  "
"756",2014-08-26,"NH4F",0.173333333333333,"grblrnut  "
"757",2014-08-26,"NO23F",0.210333333333333,"grblrnut  "
"758",2014-08-26,"PO4F",0.0775,"grblrnut  "
"759",2014-08-27,"NH4F",0.177,"grblrnut  "
"760",2014-08-27,"NO23F",0.258,"grblrnut  "
"761",2014-08-27,"PO4F",0.075,"grblrnut  "
"762",2014-09-23,"NH4F",0.312333333333333,"grblrnut  "
"763",2014-09-23,"NO23F",0.207333333333333,"grblrnut  "
"764",2014-09-23,"PO4F",0.094,"grblrnut  "
"765",2014-09-24,"NH4F",0.296,"grblrnut  "
"766",2014-09-24,"NO23F",0.21,"grblrnut  "
"767",2014-09-24,"PO4F",0.09,"grblrnut  "
"768",2014-09-25,"NO23F",0.187,"grblrnut  "
"769",2014-10-20,"NH4F",0.044,"grblrnut  "
"770",2014-10-20,"NO23F",0.422,"grblrnut  "
"771",2014-10-20,"PO4F",0.025,"grblrnut  "
"772",2014-10-29,"NH4F",0.1475,"grblrnut  "
"773",2014-10-29,"NO23F",0.159,"grblrnut  "
"774",2014-10-29,"PO4F",0.088,"grblrnut  "
"775",2014-10-30,"NH4F",0.134,"grblrnut  "
"776",2014-10-30,"NO23F",0.127666666666667,"grblrnut  "
"777",2014-10-30,"PO4F",0.04,"grblrnut  "
"778",2014-11-13,"NO23F",0.136,"grblrnut  "
"779",2014-11-19,"NH4F",0.190666666666667,"grblrnut  "
"780",2014-11-19,"NO23F",0.1915,"grblrnut  "
"781",2014-11-19,"PO4F",0.088,"grblrnut  "
"782",2014-11-20,"NH4F",0.094,"grblrnut  "
"783",2014-11-20,"NO23F",0.25,"grblrnut  "
"784",2014-11-20,"PO4F",0.007,"grblrnut  "
"785",2014-12-01,"NO23F",0.128,"grblrnut  "
"786",2014-12-11,"NH4F",0.0136666666666667,"grblrnut  "
"787",2014-12-11,"NO23F",0.102666666666667,"grblrnut  "
"788",2014-12-11,"PO4F",0.006,"grblrnut  "
"789",2014-12-12,"NH4F",0.0135,"grblrnut  "
"790",2014-12-12,"NO23F",0.089,"grblrnut  "
"791",2015-04-14,"NH4F",0.00875,"grblrnut  "
"792",2015-04-14,"NO23F",0.09875,"grblrnut  "
"793",2015-04-14,"PO4F",0.002,"grblrnut  "
"794",2015-04-15,"NH4F",0.013,"grblrnut  "
"795",2015-04-15,"NO23F",0.09,"grblrnut  "
"796",2015-04-27,"NO23F",0.079,"grblrnut  "
"797",2015-04-27,"PO4F",0.002,"grblrnut  "
"798",2015-05-13,"NH4F",0.034,"grblrnut  "
"799",2015-05-13,"PO4F",0.014,"grblrnut  "
"800",2015-05-19,"NH4F",0.241666666666667,"grblrnut  "
"801",2015-05-19,"NO23F",0.15,"grblrnut  "
"802",2015-05-19,"PO4F",0.0173333333333333,"grblrnut  "
"803",2015-05-20,"NH4F",0.501,"grblrnut  "
"804",2015-05-20,"NO23F",0.075,"grblrnut  "
"805",2015-05-20,"PO4F",0.024,"grblrnut  "
"806",2015-06-08,"NH4F",0.029,"grblrnut  "
"807",2015-06-08,"NO23F",0.122,"grblrnut  "
"808",2015-06-15,"NH4F",0.286333333333333,"grblrnut  "
"809",2015-06-15,"NO23F",0.152666666666667,"grblrnut  "
"810",2015-06-15,"PO4F",0.05975,"grblrnut  "
"811",2015-06-16,"NH4F",0.366,"grblrnut  "
"812",2015-06-16,"NO23F",0.1675,"grblrnut  "
"813",2015-06-16,"PO4F",0.096,"grblrnut  "
"814",2015-07-07,"NH4F",0.038,"grblrnut  "
"815",2015-07-07,"PO4F",0.002,"grblrnut  "
"816",2015-07-16,"NH4F",0.350333333333333,"grblrnut  "
"817",2015-07-16,"NO23F",0.180666666666667,"grblrnut  "
"818",2015-07-16,"PO4F",0.0755,"grblrnut  "
"819",2015-07-17,"NH4F",0.301,"grblrnut  "
"820",2015-07-17,"NO23F",0.147,"grblrnut  "
"821",2015-07-17,"PO4F",0.06,"grblrnut  "
"822",2015-08-03,"NH4F",0.179,"grblrnut  "
"823",2015-08-03,"PO4F",0.035,"grblrnut  "
"824",2015-08-25,"NH4F",0.52525,"grblrnut  "
"825",2015-08-25,"NO23F",0.17725,"grblrnut  "
"826",2015-08-25,"PO4F",0.14025,"grblrnut  "
"827",2015-08-26,"NH4F",0.624,"grblrnut  "
"828",2015-08-26,"NO23F",0.189,"grblrnut  "
"829",2015-08-26,"PO4F",0.146,"grblrnut  "
"830",2015-09-01,"NO23F",0.111,"grblrnut  "
"831",2015-09-16,"NH4F",0.167666666666667,"grblrnut  "
"832",2015-09-16,"NO23F",0.14,"grblrnut  "
"833",2015-09-16,"PO4F",0.041,"grblrnut  "
"834",2015-09-17,"NH4F",0.1805,"grblrnut  "
"835",2015-09-17,"NO23F",0.185,"grblrnut  "
"836",2015-09-17,"PO4F",0.0715,"grblrnut  "
"837",2015-10-15,"NH4F",0.051,"grblrnut  "
"838",2015-10-15,"NO23F",0.206,"grblrnut  "
"839",2015-10-15,"PO4F",0.01,"grblrnut  "
"840",2015-10-21,"NH4F",0.2502,"grblrnut  "
"841",2015-10-21,"NO23F",0.1842,"grblrnut  "
"842",2015-10-21,"PO4F",0.02925,"grblrnut  "
"843",2015-10-22,"PO4F",0.013,"grblrnut  "
"844",2015-11-17,"NH4F",0.076,"grblrnut  "
"845",2015-11-17,"NO23F",0.0925,"grblrnut  "
"846",2015-11-17,"PO4F",0.026,"grblrnut  "
"847",2015-11-18,"NH4F",0.239333333333333,"grblrnut  "
"848",2015-11-18,"NO23F",0.2115,"grblrnut  "
"849",2015-11-18,"PO4F",0.029,"grblrnut  "
"850",2015-11-19,"NH4F",0.144,"grblrnut  "
"851",2015-12-01,"PO4F",0.008,"grblrnut  "
"852",2015-12-02,"NH4F",0.265,"grblrnut  "
"853",2015-12-02,"NO23F",0.1468,"grblrnut  "
"854",2015-12-02,"PO4F",0.0442,"grblrnut  "
"855",2015-12-03,"NH4F",0.143,"grblrnut  "
"856",2016-03-09,"NH4F",0.029,"grblrnut  "
"857",2016-03-09,"NO23F",0.168,"grblrnut  "
"858",2016-03-09,"PO4F",0.006,"grblrnut  "
"859",2016-03-10,"NH4F",0.017,"grblrnut  "
"860",2016-03-10,"NO23F",0.15525,"grblrnut  "
"861",2016-03-10,"PO4F",0.00475,"grblrnut  "
"862",2016-04-12,"NH4F",0.007,"grblrnut  "
"863",2016-04-12,"NO23F",0.095,"grblrnut  "
"864",2016-04-12,"PO4F",0.002,"grblrnut  "
"865",2016-04-14,"NH4F",0.015,"grblrnut  "
"866",2016-04-14,"NO23F",0.145,"grblrnut  "
"867",2016-04-14,"PO4F",0.002,"grblrnut  "
"868",2016-04-15,"NO23F",0.132,"grblrnut  "
"869",2016-04-15,"PO4F",0.002,"grblrnut  "
"870",2016-05-05,"NH4F",0.09375,"grblrnut  "
"871",2016-05-05,"NO23F",0.174666666666667,"grblrnut  "
"872",2016-05-05,"PO4F",0.02275,"grblrnut  "
"873",2016-05-06,"NH4F",0.387,"grblrnut  "
"874",2016-05-06,"NO23F",0.1715,"grblrnut  "
"875",2016-05-06,"PO4F",0.02,"grblrnut  "
"876",2016-05-09,"NH4F",0.039,"grblrnut  "
"877",2016-06-07,"NH4F",0.134,"grblrnut  "
"878",2016-06-07,"NO23F",0.238,"grblrnut  "
"879",2016-06-07,"PO4F",0.0213333333333333,"grblrnut  "
"880",2016-06-08,"NH4F",0.1535,"grblrnut  "
"881",2016-06-08,"NO23F",0.227,"grblrnut  "
"882",2016-06-08,"PO4F",0.033,"grblrnut  "
"883",2016-06-22,"NH4F",0.204,"grblrnut  "
"884",2016-06-22,"NO23F",0.201,"grblrnut  "
"885",2016-06-22,"PO4F",0.046,"grblrnut  "
"886",2016-07-12,"NH4F",0.41275,"grblrnut  "
"887",2016-07-12,"NO23F",0.17625,"grblrnut  "
"888",2016-07-12,"PO4F",0.0852,"grblrnut  "
"889",2016-07-13,"NH4F",0.402,"grblrnut  "
"890",2016-07-13,"NO23F",0.188,"grblrnut  "
"891",2016-07-13,"PO4F",0.029,"grblrnut  "
"892",2016-08-08,"NH4F",0.057,"grblrnut  "
"893",2016-08-08,"NO23F",0.073,"grblrnut  "
"894",2016-08-09,"NH4F",0.075,"grblrnut  "
"895",2016-08-09,"NO23F",0.07225,"grblrnut  "
"896",2016-08-09,"PO4F",0.0874,"grblrnut  "
"897",2016-08-10,"NO23F",0.067,"grblrnut  "
"898",2016-09-06,"NH4F",0.279,"grblrnut  "
"899",2016-09-07,"NH4F",0.4215,"grblrnut  "
"900",2016-09-07,"NO23F",0.1594,"grblrnut  "
"901",2016-09-07,"PO4F",0.1342,"grblrnut  "
"902",2016-09-08,"NH4F",0.523,"grblrnut  "
"903",2016-10-04,"CHLA_N",3.715,"grblrnut  "
"904",2016-10-04,"NH4F",0.404,"grblrnut  "
"905",2016-10-04,"NO23F",0.2075,"grblrnut  "
"906",2016-10-04,"PO4F",0.14,"grblrnut  "
"907",2016-10-05,"CHLA_N",1.935,"grblrnut  "
"908",2016-10-05,"NH4F",0.38025,"grblrnut  "
"909",2016-10-05,"NO23F",0.18675,"grblrnut  "
"910",2016-10-05,"PO4F",0.131,"grblrnut  "
"911",2016-11-01,"CHLA_N",0.92,"grblrnut  "
"912",2016-11-15,"CHLA_N",5.06,"grblrnut  "
"913",2016-11-15,"NH4F",0.14,"grblrnut  "
"914",2016-11-15,"PO4F",0.024,"grblrnut  "
"915",2016-11-16,"CHLA_N",6.225,"grblrnut  "
"916",2016-11-16,"NH4F",0.36675,"grblrnut  "
"917",2016-11-16,"PO4F",0.04775,"grblrnut  "
"918",2016-12-06,"CHLA_N",1.91,"grblrnut  "
